world,node,child,value_0.2_0,value_0.2_0.1,value_0.2_0.2,value_0.2_0.3,value_0.2_0.4,value_0.2_0.5,value_0.2_0.6,value_0.2_0.7,value_0.2_0.8,value_0.2_0.9,value_0.2_1,value_0.28_0,value_0.28_0.1,value_0.28_0.2,value_0.28_0.3,value_0.28_0.4,value_0.28_0.5,value_0.28_0.6,value_0.28_0.7,value_0.28_0.8,value_0.28_0.9,value_0.28_1,value_0.391_0,value_0.391_0.1,value_0.391_0.2,value_0.391_0.3,value_0.391_0.4,value_0.391_0.5,value_0.391_0.6,value_0.391_0.7,value_0.391_0.8,value_0.391_0.9,value_0.391_1,value_0.547_0,value_0.547_0.1,value_0.547_0.2,value_0.547_0.3,value_0.547_0.4,value_0.547_0.5,value_0.547_0.6,value_0.547_0.7,value_0.547_0.8,value_0.547_0.9,value_0.547_1,value_0.765_0,value_0.765_0.1,value_0.765_0.2,value_0.765_0.3,value_0.765_0.4,value_0.765_0.5,value_0.765_0.6,value_0.765_0.7,value_0.765_0.8,value_0.765_0.9,value_0.765_1,value_1.07_0,value_1.07_0.1,value_1.07_0.2,value_1.07_0.3,value_1.07_0.4,value_1.07_0.5,value_1.07_0.6,value_1.07_0.7,value_1.07_0.8,value_1.07_0.9,value_1.07_1,value_1.496_0,value_1.496_0.1,value_1.496_0.2,value_1.496_0.3,value_1.496_0.4,value_1.496_0.5,value_1.496_0.6,value_1.496_0.7,value_1.496_0.8,value_1.496_0.9,value_1.496_1,value_2.092_0,value_2.092_0.1,value_2.092_0.2,value_2.092_0.3,value_2.092_0.4,value_2.092_0.5,value_2.092_0.6,value_2.092_0.7,value_2.092_0.8,value_2.092_0.9,value_2.092_1,value_2.925_0,value_2.925_0.1,value_2.925_0.2,value_2.925_0.3,value_2.925_0.4,value_2.925_0.5,value_2.925_0.6,value_2.925_0.7,value_2.925_0.8,value_2.925_0.9,value_2.925_1,value_4.091_0,value_4.091_0.1,value_4.091_0.2,value_4.091_0.3,value_4.091_0.4,value_4.091_0.5,value_4.091_0.6,value_4.091_0.7,value_4.091_0.8,value_4.091_0.9,value_4.091_1,value_5.721_0,value_5.721_0.1,value_5.721_0.2,value_5.721_0.3,value_5.721_0.4,value_5.721_0.5,value_5.721_0.6,value_5.721_0.7,value_5.721_0.8,value_5.721_0.9,value_5.721_1,value_8_0,value_8_0.1,value_8_0.2,value_8_0.3,value_8_0.4,value_8_0.5,value_8_0.6,value_8_0.7,value_8_0.8,value_8_0.9,value_8_1
4ways,N99878,N73325,0.9933,0.9991,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9727,0.9933,0.9984,0.9996,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9281,0.9729,0.9901,0.9964,0.9987,0.9995,0.9998,0.9999,1.0,1.0,1.0,0.8615,0.9282,0.9641,0.9824,0.9914,0.9959,0.998,0.999,0.9995,0.9998,0.9999,0.787,0.8618,0.9132,0.9466,0.9677,0.9806,0.9884,0.9931,0.9959,0.9976,0.9986,0.718,0.7872,0.8432,0.8866,0.9191,0.9429,0.96,0.9721,0.9806,0.9866,0.9907,0.6612,0.7183,0.7691,0.8131,0.8504,0.8814,0.9066,0.9269,0.9431,0.9558,0.9659,0.6173,0.6613,0.7027,0.7411,0.7761,0.8075,0.8355,0.8601,0.8816,0.9001,0.9161,0.5846,0.6174,0.6492,0.6796,0.7087,0.7361,0.7618,0.7857,0.8078,0.8282,0.8468,0.5608,0.5847,0.6083,0.6313,0.6537,0.6755,0.6966,0.7168,0.7363,0.7548,0.7724,0.5436,0.5609,0.578,0.595,0.6117,0.6282,0.6444,0.6602,0.6757,0.6908,0.7056,0.5312,0.5436,0.556,0.5683,0.5805,0.5927,0.6047,0.6166,0.6283,0.6399,0.6514
4ways,N99878,N57901,0.0067,0.0009,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273,0.0067,0.0016,0.0004,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0719,0.0271,0.0099,0.0036,0.0013,0.0005,0.0002,0.0001,0.0,0.0,0.0,0.1385,0.0718,0.0359,0.0176,0.0086,0.0041,0.002,0.001,0.0005,0.0002,0.0001,0.213,0.1382,0.0868,0.0534,0.0323,0.0194,0.0116,0.0069,0.0041,0.0024,0.0014,0.282,0.2128,0.1568,0.1134,0.0809,0.0571,0.04,0.0279,0.0194,0.0134,0.0093,0.3388,0.2817,0.2309,0.1869,0.1496,0.1186,0.0934,0.0731,0.0569,0.0442,0.0341,0.3827,0.3387,0.2973,0.2589,0.2239,0.1925,0.1645,0.1399,0.1184,0.0999,0.0839,0.4154,0.3826,0.3508,0.3204,0.2913,0.2639,0.2382,0.2143,0.1922,0.1718,0.1532,0.4392,0.4153,0.3917,0.3687,0.3463,0.3245,0.3034,0.2832,0.2637,0.2452,0.2276,0.4564,0.4391,0.422,0.405,0.3883,0.3718,0.3556,0.3398,0.3243,0.3092,0.2944,0.4688,0.4564,0.444,0.4317,0.4195,0.4073,0.3953,0.3834,0.3717,0.3601,0.3486
4ways,N60238,N13644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995,0.9997,0.9998,0.9999,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9959,0.9971,0.998,0.9986,0.999,0.9993,0.9995,0.9997,0.9998,0.9998,0.9999,0.9806,0.985,0.9884,0.991,0.9931,0.9947,0.9959,0.9968,0.9976,0.9981,0.9986,0.9429,0.9522,0.96,0.9666,0.9721,0.9768,0.9806,0.9839,0.9866,0.9889,0.9907,0.8814,0.8946,0.9066,0.9173,0.9269,0.9355,0.9431,0.9498,0.9558,0.9612,0.9659,0.8075,0.822,0.8355,0.8482,0.8601,0.8712,0.8816,0.8912,0.9001,0.9084,0.9161,0.7361,0.7491,0.7618,0.774,0.7857,0.797,0.8078,0.8182,0.8282,0.8377,0.8468,0.6755,0.6862,0.6966,0.7068,0.7168,0.7267,0.7363,0.7456,0.7548,0.7637,0.7724,0.6282,0.6363,0.6444,0.6523,0.6602,0.668,0.6757,0.6833,0.6908,0.6983,0.7056,0.5927,0.5987,0.6047,0.6106,0.6166,0.6225,0.6283,0.6341,0.6399,0.6457,0.6514
4ways,N60238,N33016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0003,0.0002,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0029,0.002,0.0014,0.001,0.0007,0.0005,0.0003,0.0002,0.0002,0.0001,0.0194,0.015,0.0116,0.009,0.0069,0.0053,0.0041,0.0032,0.0024,0.0019,0.0014,0.0571,0.0478,0.04,0.0334,0.0279,0.0232,0.0194,0.0161,0.0134,0.0111,0.0093,0.1186,0.1054,0.0934,0.0827,0.0731,0.0645,0.0569,0.0502,0.0442,0.0388,0.0341,0.1925,0.178,0.1645,0.1518,0.1399,0.1288,0.1184,0.1088,0.0999,0.0916,0.0839,0.2639,0.2509,0.2382,0.226,0.2143,0.203,0.1922,0.1818,0.1718,0.1623,0.1532,0.3245,0.3138,0.3034,0.2932,0.2832,0.2733,0.2637,0.2544,0.2452,0.2363,0.2276,0.3718,0.3637,0.3556,0.3477,0.3398,0.332,0.3243,0.3167,0.3092,0.3017,0.2944,0.4073,0.4013,0.3953,0.3894,0.3834,0.3775,0.3717,0.3659,0.3601,0.3543,0.3486
4ways,N70552,N17060,1.0,0.9999,0.9997,0.9991,0.9975,0.9933,0.982,0.9526,0.8808,0.7311,0.5,0.9992,0.9984,0.9967,0.9933,0.9864,0.9727,0.9457,0.895,0.8067,0.6713,0.5,0.994,0.9901,0.9836,0.9729,0.9556,0.9281,0.8855,0.8227,0.7356,0.6252,0.5,0.9748,0.9641,0.9491,0.9282,0.8997,0.8615,0.8119,0.7497,0.6751,0.5904,0.5,0.9318,0.9132,0.8901,0.8618,0.8276,0.787,0.74,0.6866,0.6278,0.565,0.5,0.8664,0.8432,0.8169,0.7872,0.7543,0.718,0.6787,0.6366,0.5924,0.5466,0.5,0.792,0.7691,0.7445,0.7183,0.6904,0.6612,0.6306,0.5989,0.5664,0.5334,0.5,0.7223,0.7027,0.6824,0.6613,0.6396,0.6173,0.5945,0.5712,0.5477,0.5239,0.5,0.6646,0.6492,0.6334,0.6174,0.6011,0.5846,0.568,0.5511,0.5341,0.5171,0.5,0.6198,0.6083,0.5965,0.5847,0.5728,0.5608,0.5487,0.5366,0.5244,0.5122,0.5,0.5865,0.578,0.5695,0.5609,0.5522,0.5436,0.5349,0.5262,0.5175,0.5087,0.5,0.5622,0.556,0.5498,0.5436,0.5374,0.5312,0.525,0.5187,0.5125,0.5062,0.5
4ways,N70552,N30543,0.0,0.0001,0.0003,0.0009,0.0025,0.0067,0.018,0.0474,0.1192,0.2689,0.5,0.0008,0.0016,0.0033,0.0067,0.0136,0.0273,0.0543,0.105,0.1933,0.3287,0.5,0.006,0.0099,0.0164,0.0271,0.0444,0.0719,0.1145,0.1773,0.2644,0.3748,0.5,0.0252,0.0359,0.0509,0.0718,0.1003,0.1385,0.1881,0.2503,0.3249,0.4096,0.5,0.0682,0.0868,0.1099,0.1382,0.1724,0.213,0.26,0.3134,0.3722,0.435,0.5,0.1336,0.1568,0.1831,0.2128,0.2457,0.282,0.3213,0.3634,0.4076,0.4534,0.5,0.208,0.2309,0.2555,0.2817,0.3096,0.3388,0.3694,0.4011,0.4336,0.4666,0.5,0.2777,0.2973,0.3176,0.3387,0.3604,0.3827,0.4055,0.4288,0.4523,0.4761,0.5,0.3354,0.3508,0.3666,0.3826,0.3989,0.4154,0.432,0.4489,0.4659,0.4829,0.5,0.3802,0.3917,0.4035,0.4153,0.4272,0.4392,0.4513,0.4634,0.4756,0.4878,0.5,0.4135,0.422,0.4305,0.4391,0.4478,0.4564,0.4651,0.4738,0.4825,0.4913,0.5,0.4378,0.444,0.4502,0.4564,0.4626,0.4688,0.475,0.4813,0.4875,0.4938,0.5
4ways,N70945,N40273,0.9933,0.9985,0.9997,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9727,0.9905,0.9967,0.9989,0.9996,0.9999,1.0,1.0,1.0,1.0,1.0,0.9281,0.9653,0.9836,0.9923,0.9964,0.9983,0.9992,0.9996,0.9998,0.9999,1.0,0.8615,0.915,0.9491,0.9699,0.9824,0.9898,0.9941,0.9966,0.998,0.9988,0.9993,0.787,0.8454,0.8901,0.923,0.9466,0.9633,0.9749,0.9829,0.9884,0.9921,0.9947,0.718,0.7712,0.8169,0.8552,0.8866,0.9119,0.9319,0.9477,0.96,0.9695,0.9768,0.6612,0.7045,0.7445,0.7808,0.8131,0.8417,0.8666,0.8882,0.9066,0.9222,0.9355,0.6173,0.6505,0.6824,0.7126,0.7411,0.7676,0.7922,0.8148,0.8355,0.8543,0.8712,0.5846,0.6093,0.6334,0.6569,0.6796,0.7016,0.7226,0.7427,0.7618,0.7799,0.797,0.5608,0.5788,0.5965,0.6141,0.6313,0.6482,0.6647,0.6809,0.6966,0.7119,0.7267,0.5436,0.5566,0.5695,0.5823,0.595,0.6075,0.62,0.6322,0.6444,0.6563,0.668,0.5312,0.5405,0.5498,0.5591,0.5683,0.5775,0.5866,0.5957,0.6047,0.6136,0.6225
4ways,N70945,N45998,0.0067,0.0015,0.0003,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273,0.0095,0.0033,0.0011,0.0004,0.0001,0.0,0.0,0.0,0.0,0.0,0.0719,0.0347,0.0164,0.0077,0.0036,0.0017,0.0008,0.0004,0.0002,0.0001,0.0,0.1385,0.085,0.0509,0.0301,0.0176,0.0102,0.0059,0.0034,0.002,0.0012,0.0007,0.213,0.1546,0.1099,0.077,0.0534,0.0367,0.0251,0.0171,0.0116,0.0079,0.0053,0.282,0.2288,0.1831,0.1448,0.1134,0.0881,0.0681,0.0523,0.04,0.0305,0.0232,0.3388,0.2955,0.2555,0.2192,0.1869,0.1583,0.1334,0.1118,0.0934,0.0778,0.0645,0.3827,0.3495,0.3176,0.2874,0.2589,0.2324,0.2078,0.1852,0.1645,0.1457,0.1288,0.4154,0.3907,0.3666,0.3431,0.3204,0.2984,0.2774,0.2573,0.2382,0.2201,0.203,0.4392,0.4212,0.4035,0.3859,0.3687,0.3518,0.3353,0.3191,0.3034,0.2881,0.2733,0.4564,0.4434,0.4305,0.4177,0.405,0.3925,0.38,0.3678,0.3556,0.3437,0.332,0.4688,0.4595,0.4502,0.4409,0.4317,0.4225,0.4134,0.4043,0.3953,0.3864,0.3775
4ways,N19695,N43251,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995,0.9996,0.9997,0.9998,0.9998,0.9999,0.9999,0.9999,0.9999,1.0,1.0,0.9959,0.9966,0.9971,0.9976,0.998,0.9983,0.9986,0.9988,0.999,0.9992,0.9993,0.9806,0.9829,0.985,0.9868,0.9884,0.9898,0.991,0.9921,0.9931,0.9939,0.9947,0.9429,0.9477,0.9522,0.9562,0.96,0.9634,0.9666,0.9695,0.9721,0.9745,0.9768,0.8814,0.8882,0.8946,0.9008,0.9066,0.9121,0.9173,0.9222,0.9269,0.9313,0.9355,0.8075,0.8148,0.822,0.8288,0.8355,0.842,0.8482,0.8543,0.8601,0.8658,0.8712,0.7361,0.7427,0.7491,0.7555,0.7618,0.7679,0.774,0.7799,0.7857,0.7914,0.797,0.6755,0.6809,0.6862,0.6914,0.6966,0.7017,0.7068,0.7119,0.7168,0.7218,0.7267,0.6282,0.6322,0.6363,0.6403,0.6444,0.6483,0.6523,0.6563,0.6602,0.6641,0.668,0.5927,0.5957,0.5987,0.6017,0.6047,0.6077,0.6106,0.6136,0.6166,0.6195,0.6225
4ways,N19695,N68434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0004,0.0003,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0041,0.0034,0.0029,0.0024,0.002,0.0017,0.0014,0.0012,0.001,0.0008,0.0007,0.0194,0.0171,0.015,0.0132,0.0116,0.0102,0.009,0.0079,0.0069,0.0061,0.0053,0.0571,0.0523,0.0478,0.0438,0.04,0.0366,0.0334,0.0305,0.0279,0.0255,0.0232,0.1186,0.1118,0.1054,0.0992,0.0934,0.0879,0.0827,0.0778,0.0731,0.0687,0.0645,0.1925,0.1852,0.178,0.1712,0.1645,0.158,0.1518,0.1457,0.1399,0.1342,0.1288,0.2639,0.2573,0.2509,0.2445,0.2382,0.2321,0.226,0.2201,0.2143,0.2086,0.203,0.3245,0.3191,0.3138,0.3086,0.3034,0.2983,0.2932,0.2881,0.2832,0.2782,0.2733,0.3718,0.3678,0.3637,0.3597,0.3556,0.3517,0.3477,0.3437,0.3398,0.3359,0.332,0.4073,0.4043,0.4013,0.3983,0.3953,0.3923,0.3894,0.3864,0.3834,0.3805,0.3775
4ways,N68334,N75021,0.5,0.6225,0.7311,0.8176,0.8808,0.9241,0.9526,0.9707,0.982,0.989,0.9933,0.5,0.5883,0.6713,0.7449,0.8067,0.8564,0.895,0.9241,0.9457,0.9614,0.9727,0.5,0.5636,0.6252,0.6829,0.7356,0.7822,0.8227,0.857,0.8855,0.909,0.9281,0.5,0.5456,0.5904,0.6338,0.6751,0.7138,0.7497,0.7824,0.8119,0.8383,0.8615,0.5,0.5326,0.565,0.5968,0.6278,0.6578,0.6866,0.714,0.74,0.7643,0.787,0.5,0.5233,0.5466,0.5696,0.5924,0.6147,0.6366,0.658,0.6787,0.6987,0.718,0.5,0.5167,0.5334,0.55,0.5664,0.5828,0.5989,0.6149,0.6306,0.646,0.6612,0.5,0.5119,0.5239,0.5358,0.5477,0.5595,0.5712,0.5829,0.5945,0.6059,0.6173,0.5,0.5085,0.5171,0.5256,0.5341,0.5426,0.5511,0.5595,0.568,0.5763,0.5846,0.5,0.5061,0.5122,0.5183,0.5244,0.5305,0.5366,0.5427,0.5487,0.5548,0.5608,0.5,0.5044,0.5087,0.5131,0.5175,0.5218,0.5262,0.5306,0.5349,0.5392,0.5436,0.5,0.5031,0.5062,0.5094,0.5125,0.5156,0.5187,0.5219,0.525,0.5281,0.5312
4ways,N68334,N55430,0.5,0.3775,0.2689,0.1824,0.1192,0.0759,0.0474,0.0293,0.018,0.011,0.0067,0.5,0.4117,0.3287,0.2551,0.1933,0.1436,0.105,0.0759,0.0543,0.0386,0.0273,0.5,0.4364,0.3748,0.3171,0.2644,0.2178,0.1773,0.143,0.1145,0.091,0.0719,0.5,0.4544,0.4096,0.3662,0.3249,0.2862,0.2503,0.2176,0.1881,0.1617,0.1385,0.5,0.4674,0.435,0.4032,0.3722,0.3422,0.3134,0.286,0.26,0.2357,0.213,0.5,0.4767,0.4534,0.4304,0.4076,0.3853,0.3634,0.342,0.3213,0.3013,0.282,0.5,0.4833,0.4666,0.45,0.4336,0.4172,0.4011,0.3851,0.3694,0.354,0.3388,0.5,0.4881,0.4761,0.4642,0.4523,0.4405,0.4288,0.4171,0.4055,0.3941,0.3827,0.5,0.4915,0.4829,0.4744,0.4659,0.4574,0.4489,0.4405,0.432,0.4237,0.4154,0.5,0.4939,0.4878,0.4817,0.4756,0.4695,0.4634,0.4573,0.4513,0.4452,0.4392,0.5,0.4956,0.4913,0.4869,0.4825,0.4782,0.4738,0.4694,0.4651,0.4608,0.4564,0.5,0.4969,0.4938,0.4906,0.4875,0.4844,0.4813,0.4781,0.475,0.4719,0.4688
4ways,N14860,N96551,0.0067,0.018,0.0474,0.1192,0.2689,0.5,0.7311,0.8808,0.9526,0.982,0.9933,0.0273,0.0543,0.105,0.1933,0.3287,0.5,0.6713,0.8067,0.895,0.9457,0.9727,0.0719,0.1145,0.1773,0.2644,0.3748,0.5,0.6252,0.7356,0.8227,0.8855,0.9281,0.1385,0.1881,0.2503,0.3249,0.4096,0.5,0.5904,0.6751,0.7497,0.8119,0.8615,0.213,0.26,0.3134,0.3722,0.435,0.5,0.565,0.6278,0.6866,0.74,0.787,0.282,0.3213,0.3634,0.4076,0.4534,0.5,0.5466,0.5924,0.6366,0.6787,0.718,0.3388,0.3694,0.4011,0.4336,0.4666,0.5,0.5334,0.5664,0.5989,0.6306,0.6612,0.3827,0.4055,0.4288,0.4523,0.4761,0.5,0.5239,0.5477,0.5712,0.5945,0.6173,0.4154,0.432,0.4489,0.4659,0.4829,0.5,0.5171,0.5341,0.5511,0.568,0.5846,0.4392,0.4513,0.4634,0.4756,0.4878,0.5,0.5122,0.5244,0.5366,0.5487,0.5608,0.4564,0.4651,0.4738,0.4825,0.4913,0.5,0.5087,0.5175,0.5262,0.5349,0.5436,0.4688,0.475,0.4813,0.4875,0.4938,0.5,0.5062,0.5125,0.5187,0.525,0.5312
4ways,N14860,N32558,0.9933,0.982,0.9526,0.8808,0.7311,0.5,0.2689,0.1192,0.0474,0.018,0.0067,0.9727,0.9457,0.895,0.8067,0.6713,0.5,0.3287,0.1933,0.105,0.0543,0.0273,0.9281,0.8855,0.8227,0.7356,0.6252,0.5,0.3748,0.2644,0.1773,0.1145,0.0719,0.8615,0.8119,0.7497,0.6751,0.5904,0.5,0.4096,0.3249,0.2503,0.1881,0.1385,0.787,0.74,0.6866,0.6278,0.565,0.5,0.435,0.3722,0.3134,0.26,0.213,0.718,0.6787,0.6366,0.5924,0.5466,0.5,0.4534,0.4076,0.3634,0.3213,0.282,0.6612,0.6306,0.5989,0.5664,0.5334,0.5,0.4666,0.4336,0.4011,0.3694,0.3388,0.6173,0.5945,0.5712,0.5477,0.5239,0.5,0.4761,0.4523,0.4288,0.4055,0.3827,0.5846,0.568,0.5511,0.5341,0.5171,0.5,0.4829,0.4659,0.4489,0.432,0.4154,0.5608,0.5487,0.5366,0.5244,0.5122,0.5,0.4878,0.4756,0.4634,0.4513,0.4392,0.5436,0.5349,0.5262,0.5175,0.5087,0.5,0.4913,0.4825,0.4738,0.4651,0.4564,0.5312,0.525,0.5187,0.5125,0.5062,0.5,0.4938,0.4875,0.4813,0.475,0.4688
4ways,N67846,N51445,0.0067,0.0293,0.1192,0.3775,0.7311,0.9241,0.982,0.9959,0.9991,0.9998,1.0,0.0273,0.0759,0.1933,0.4117,0.6713,0.8564,0.9457,0.9807,0.9933,0.9977,0.9992,0.0719,0.143,0.2644,0.4364,0.6252,0.7822,0.8855,0.9434,0.9729,0.9872,0.994,0.1385,0.2176,0.3249,0.4544,0.5904,0.7138,0.8119,0.8819,0.9282,0.9572,0.9748,0.213,0.286,0.3722,0.4674,0.565,0.6578,0.74,0.8081,0.8618,0.9022,0.9318,0.282,0.342,0.4076,0.4767,0.5466,0.6147,0.6787,0.7365,0.7872,0.8304,0.8664,0.3388,0.3851,0.4336,0.4833,0.5334,0.5828,0.6306,0.676,0.7183,0.757,0.792,0.3827,0.4171,0.4523,0.4881,0.5239,0.5595,0.5945,0.6285,0.6613,0.6927,0.7223,0.4154,0.4405,0.4659,0.4915,0.5171,0.5426,0.568,0.5929,0.6174,0.6413,0.6646,0.4392,0.4573,0.4756,0.4939,0.5122,0.5305,0.5487,0.5668,0.5847,0.6024,0.6198,0.4564,0.4694,0.4825,0.4956,0.5087,0.5218,0.5349,0.5479,0.5609,0.5737,0.5865,0.4688,0.4781,0.4875,0.4969,0.5062,0.5156,0.525,0.5343,0.5436,0.5529,0.5622
4ways,N67846,N48696,0.9933,0.9707,0.8808,0.6225,0.2689,0.0759,0.018,0.0041,0.0009,0.0002,0.0,0.9727,0.9241,0.8067,0.5883,0.3287,0.1436,0.0543,0.0193,0.0067,0.0023,0.0008,0.9281,0.857,0.7356,0.5636,0.3748,0.2178,0.1145,0.0566,0.0271,0.0128,0.006,0.8615,0.7824,0.6751,0.5456,0.4096,0.2862,0.1881,0.1181,0.0718,0.0428,0.0252,0.787,0.714,0.6278,0.5326,0.435,0.3422,0.26,0.1919,0.1382,0.0978,0.0682,0.718,0.658,0.5924,0.5233,0.4534,0.3853,0.3213,0.2635,0.2128,0.1696,0.1336,0.6612,0.6149,0.5664,0.5167,0.4666,0.4172,0.3694,0.324,0.2817,0.243,0.208,0.6173,0.5829,0.5477,0.5119,0.4761,0.4405,0.4055,0.3715,0.3387,0.3073,0.2777,0.5846,0.5595,0.5341,0.5085,0.4829,0.4574,0.432,0.4071,0.3826,0.3587,0.3354,0.5608,0.5427,0.5244,0.5061,0.4878,0.4695,0.4513,0.4332,0.4153,0.3976,0.3802,0.5436,0.5306,0.5175,0.5044,0.4913,0.4782,0.4651,0.4521,0.4391,0.4263,0.4135,0.5312,0.5219,0.5125,0.5031,0.4938,0.4844,0.475,0.4657,0.4564,0.4471,0.4378
4ways,N79384,N70045,0.5,0.6225,0.7311,0.8176,0.8808,0.9241,0.9526,0.9707,0.982,0.989,0.9933,0.5,0.5883,0.6713,0.7449,0.8067,0.8564,0.895,0.9241,0.9457,0.9614,0.9727,0.5,0.5636,0.6252,0.6829,0.7356,0.7822,0.8227,0.857,0.8855,0.909,0.9281,0.5,0.5456,0.5904,0.6338,0.6751,0.7138,0.7497,0.7824,0.8119,0.8383,0.8615,0.5,0.5326,0.565,0.5968,0.6278,0.6578,0.6866,0.714,0.74,0.7643,0.787,0.5,0.5233,0.5466,0.5696,0.5924,0.6147,0.6366,0.658,0.6787,0.6987,0.718,0.5,0.5167,0.5334,0.55,0.5664,0.5828,0.5989,0.6149,0.6306,0.646,0.6612,0.5,0.5119,0.5239,0.5358,0.5477,0.5595,0.5712,0.5829,0.5945,0.6059,0.6173,0.5,0.5085,0.5171,0.5256,0.5341,0.5426,0.5511,0.5595,0.568,0.5763,0.5846,0.5,0.5061,0.5122,0.5183,0.5244,0.5305,0.5366,0.5427,0.5487,0.5548,0.5608,0.5,0.5044,0.5087,0.5131,0.5175,0.5218,0.5262,0.5306,0.5349,0.5392,0.5436,0.5,0.5031,0.5062,0.5094,0.5125,0.5156,0.5187,0.5219,0.525,0.5281,0.5312
4ways,N79384,N56788,0.5,0.3775,0.2689,0.1824,0.1192,0.0759,0.0474,0.0293,0.018,0.011,0.0067,0.5,0.4117,0.3287,0.2551,0.1933,0.1436,0.105,0.0759,0.0543,0.0386,0.0273,0.5,0.4364,0.3748,0.3171,0.2644,0.2178,0.1773,0.143,0.1145,0.091,0.0719,0.5,0.4544,0.4096,0.3662,0.3249,0.2862,0.2503,0.2176,0.1881,0.1617,0.1385,0.5,0.4674,0.435,0.4032,0.3722,0.3422,0.3134,0.286,0.26,0.2357,0.213,0.5,0.4767,0.4534,0.4304,0.4076,0.3853,0.3634,0.342,0.3213,0.3013,0.282,0.5,0.4833,0.4666,0.45,0.4336,0.4172,0.4011,0.3851,0.3694,0.354,0.3388,0.5,0.4881,0.4761,0.4642,0.4523,0.4405,0.4288,0.4171,0.4055,0.3941,0.3827,0.5,0.4915,0.4829,0.4744,0.4659,0.4574,0.4489,0.4405,0.432,0.4237,0.4154,0.5,0.4939,0.4878,0.4817,0.4756,0.4695,0.4634,0.4573,0.4513,0.4452,0.4392,0.5,0.4956,0.4913,0.4869,0.4825,0.4782,0.4738,0.4694,0.4651,0.4608,0.4564,0.5,0.4969,0.4938,0.4906,0.4875,0.4844,0.4813,0.4781,0.475,0.4719,0.4688
4ways,N99186,N27839,0.0,0.0,0.0,0.0001,0.0009,0.0067,0.0474,0.2689,0.7311,0.9526,0.9933,0.0,0.0001,0.0004,0.0016,0.0067,0.0273,0.105,0.3287,0.6713,0.895,0.9727,0.0005,0.0013,0.0036,0.0099,0.0271,0.0719,0.1773,0.3748,0.6252,0.8227,0.9281,0.0041,0.0086,0.0176,0.0359,0.0718,0.1385,0.2503,0.4096,0.5904,0.7497,0.8615,0.0194,0.0323,0.0534,0.0868,0.1382,0.213,0.3134,0.435,0.565,0.6866,0.787,0.0571,0.0809,0.1134,0.1568,0.2128,0.282,0.3634,0.4534,0.5466,0.6366,0.718,0.1186,0.1496,0.1869,0.2309,0.2817,0.3388,0.4011,0.4666,0.5334,0.5989,0.6612,0.1925,0.2239,0.2589,0.2973,0.3387,0.3827,0.4288,0.4761,0.5239,0.5712,0.6173,0.2639,0.2913,0.3204,0.3508,0.3826,0.4154,0.4489,0.4829,0.5171,0.5511,0.5846,0.3245,0.3463,0.3687,0.3917,0.4153,0.4392,0.4634,0.4878,0.5122,0.5366,0.5608,0.3718,0.3883,0.405,0.422,0.4391,0.4564,0.4738,0.4913,0.5087,0.5262,0.5436,0.4073,0.4195,0.4317,0.444,0.4564,0.4688,0.4813,0.4938,0.5062,0.5187,0.5312
