"subject","world","step","rt","Cell","decisionNumber","treeDepth"
"S98816579","6vs2_mirror",1,22149,"Start",1,1
"S98816579","Equal_6vs3_mirror",1,10953,"Start",1,1
"S98816579","6vs1_2_mirror",1,1901,"Start",1,1
"S98816579","3ways_4_mirror",1,1145,"Start",1,2
"S98816579","3ways_4_mirror",3,1044,"Decision",2,1
"S98816579","Equal_8vs3_mirror",1,1098,"Start",1,1
"S98816579","Equal_6vs3",1,15908,"Start",1,1
"S98816579","Loop_1",1,4304,"Start",1,1
"S98816579","4ways_mirror",1,1440,"Start",1,4
"S98816579","4ways_mirror",3,1282,"Decision",2,3
"S98816579","4ways_mirror",9,1006,"Decision",3,2
"S98816579","4ways_mirror",10,631,"Decision",4,1
"S98816579","Equal_10vs2",1,1411,"Start",1,1
"S98816579","Loop_2",1,1784,"Start",1,1
"S98816579","Equal_8vs8_mirror",1,3561,"Start",1,1
"S98816579","6vs1_1",1,21215,"Start",1,1
"S98816579","3ways_4",1,1040,"Start",1,2
"S98816579","3ways_4",3,953,"Decision",2,1
"S98816579","Equal_8vs8",1,6936,"Start",1,1
"S98816579","Loop_1_mirror",1,1199,"Start",1,1
"S98816579","Equal_7vs2_mirror",1,1578,"Start",1,1
"S98816579","3ways_3",1,1126,"Start",1,2
"S98816579","Equal_10vs2_mirror",1,1348,"Start",1,1
"S98816579","3ways_2_mirror",1,1203,"Start",1,2
"S98816579","3ways_2_mirror",3,458,"Decision",2,1
"S98816579","4ways",1,1290,"Start",1,4
"S98816579","4ways",3,562,"Decision",2,3
"S98816579","4ways",9,778,"Decision",3,2
"S98816579","4ways",10,573,"Decision",4,1
"S98816579","4vs1",1,3652,"Start",1,2
"S98816579","Equal_7vs9_mirror",1,2060,"Start",1,1
"S98816579","3ways_1_mirror",1,2274,"Start",1,2
"S98816579","3ways_1_mirror",3,1037,"Decision",2,1
"S47684253","3ways_3",1,4460,"Start",1,2
"S47684253","Equal_8vs3",1,2881,"Start",1,1
"S47684253","4vs1",1,1928,"Start",1,2
"S47684253","4vs1",4,994,"Decision",2,1
"S47684253","Equal_8vs8_mirror",1,1585,"Start",1,1
"S47684253","Equal_2vs5",1,1534,"Start",1,1
"S47684253","Equal_7vs2_mirror",1,1764,"Start",1,1
"S47684253","3ways_3_mirror",1,3675,"Start",1,3
"S47684253","3ways_4_mirror",1,1582,"Start",1,2
"S47684253","3ways_4_mirror",6,723,"Decision",2,1
"S47684253","3ways_1",1,1148,"Start",1,2
"S47684253","3ways_1",4,680,"Decision",2,1
"S47684253","Equal_6vs3",1,1940,"Start",1,1
"S47684253","Equal_10vs2",1,2252,"Start",1,1
"S47684253","Equal_7vs2",1,1113,"Start",1,1
"S47684253","6vs2",1,1099,"Start",1,1
"S47684253","3ways_4",1,1214,"Start",1,2
"S47684253","3ways_4",3,603,"Decision",2,1
"S47684253","Equal_8vs3_mirror",1,1350,"Start",1,1
"S47684253","Equal_4vs2",1,1071,"Start",1,1
"S47684253","Equal_10vs2_mirror",1,1346,"Start",1,1
"S47684253","6vs1_2",1,1258,"Start",1,1
"S47684253","Loop_2",1,1076,"Start",1,1
"S47684253","Equal_7vs9_mirror",1,1370,"Start",1,1
"S47684253","Equal_6vs3_mirror",1,1357,"Start",1,1
"S47684253","Loop_1_mirror",1,1111,"Start",1,1
"S47684253","Equal_4vs2_mirror",1,1149,"Start",1,1
"S47684253","3ways_1_mirror",1,973,"Start",1,2
"S47684253","3ways_1_mirror",3,389,"Decision",2,1
"S47684253","Loop_2_mirror",1,2590,"Start",1,1
"S47684253","6vs1_1_mirror",1,1689,"Start",1,1
"S47684253","Equal_6vs6_mirror",1,1160,"Start",1,1
"S47684253","Equal_8vs8",1,2501,"Start",1,1
"S47684253","Loop_1",1,1344,"Start",1,1
"S47684253","Equal_7vs9",1,1420,"Start",1,1
"S47684253","3ways_2",1,1435,"Start",1,2
"S47684253","6vs1_2_mirror",1,2146,"Start",1,1
"S47684253","3ways_2_mirror",1,1483,"Start",1,2
"S47684253","3ways_2_mirror",8,562,"Decision",2,1
"S47684253","Equal_2vs5_mirror",1,2593,"Start",1,1
"S47684253","4ways",1,1886,"Start",1,4
"S47684253","4ways",5,474,"Decision",2,3
"S47684253","4ways",12,1194,"Decision",3,2
"S47684253","Equal_6vs6",1,1312,"Start",1,1
"S47684253","4vs1_mirror",1,963,"Start",1,1
"S47684253","4ways_mirror",1,3016,"Start",1,4
"S47684253","4ways_mirror",8,590,"Decision",2,3
"S47684253","6vs2_mirror",1,1289,"Start",1,1
"S47684253","6vs1_1",1,1157,"Start",1,1
"S89474632","3ways_4",1,4649,"Start",1,2
"S89474632","3ways_4",3,1804,"Decision",2,1
"S89474632","Equal_10vs2_mirror",1,1811,"Start",1,1
"S89474632","3ways_1_mirror",1,1886,"Start",1,2
"S89474632","Equal_6vs6_mirror",1,3736,"Start",1,1
"S89474632","3ways_3_mirror",1,1674,"Start",1,3
"S89474632","3ways_3_mirror",3,414,"Decision",2,2
"S89474632","4ways_mirror",1,1634,"Start",1,4
"S89474632","4ways_mirror",8,1632,"Decision",2,3
"S89474632","6vs2",1,1855,"Start",1,1
"S89474632","3ways_2",1,2553,"Start",1,2
"S89474632","Equal_8vs3",1,1162,"Start",1,1
"S89474632","6vs1_2",1,1552,"Start",1,1
"S89474632","4ways",1,1744,"Start",1,4
"S89474632","4ways",8,548,"Decision",2,3
"S89474632","Equal_2vs5_mirror",1,851,"Start",1,1
"S89474632","Equal_7vs9_mirror",1,1273,"Start",1,1
"S89474632","Loop_2",1,986,"Start",1,1
"S89474632","Equal_4vs2_mirror",1,1731,"Start",1,1
"S89474632","4vs1",1,870,"Start",1,2
"S89474632","4vs1",4,718,"Decision",2,1
"S89474632","Equal_6vs3",1,1120,"Start",1,1
"S89474632","6vs1_1",1,991,"Start",1,1
"S89474632","3ways_1",1,1001,"Start",1,2
"S89474632","3ways_1",4,446,"Decision",2,1
"S89474632","Equal_7vs2_mirror",1,2125,"Start",1,1
"S89474632","Equal_6vs3_mirror",1,1131,"Start",1,1
"S89474632","4vs1_mirror",1,906,"Start",1,1
"S89474632","Equal_4vs2",1,941,"Start",1,1
"S89474632","3ways_2_mirror",1,864,"Start",1,2
"S89474632","3ways_2_mirror",8,444,"Decision",2,1
"S89474632","Equal_8vs8",1,991,"Start",1,1
"S89474632","Equal_10vs2",1,1015,"Start",1,1
"S89474632","Loop_1",1,1586,"Start",1,1
"S89474632","Equal_7vs2",1,1182,"Start",1,1
"S89474632","6vs1_2_mirror",1,2501,"Start",1,1
"S89474632","Equal_6vs6",1,820,"Start",1,1
"S89474632","Loop_1_mirror",1,1805,"Start",1,1
"S89474632","Equal_8vs8_mirror",1,953,"Start",1,1
"S89474632","Equal_2vs5",1,1268,"Start",1,1
"S89474632","Equal_8vs3_mirror",1,818,"Start",1,1
"S89474632","6vs2_mirror",1,901,"Start",1,1
"S89474632","Equal_7vs9",1,4095,"Start",1,1
"S89474632","6vs1_1_mirror",1,1049,"Start",1,1
"S89474632","Loop_2_mirror",1,1278,"Start",1,1
"S89474632","3ways_4_mirror",1,1000,"Start",1,2
"S89474632","3ways_4_mirror",3,495,"Decision",2,1
"S89474632","3ways_3",1,1529,"Start",1,2
"S53150339","6vs1_1",1,6620,"Start",1,1
"S53150339","6vs2",1,4963,"Start",1,1
"S53150339","3ways_3",1,4201,"Start",1,2
"S53150339","3ways_3",6,792,"Decision",2,1
"S53150339","Equal_7vs2",1,3388,"Start",1,1
"S53150339","4ways_mirror",1,2891,"Start",1,4
"S53150339","4ways_mirror",5,673,"Decision",2,3
"S53150339","4ways_mirror",12,1240,"Decision",3,2
"S53150339","4ways",1,2234,"Start",1,4
"S53150339","3ways_2",1,1882,"Start",1,2
"S53150339","Equal_2vs5",1,2479,"Start",1,1
"S53150339","Equal_10vs2",1,4211,"Start",1,1
"S53150339","Loop_1_mirror",1,3127,"Start",1,1
"S53150339","Equal_6vs3",1,4211,"Start",1,1
"S53150339","Equal_6vs6_mirror",1,2674,"Start",1,1
"S53150339","3ways_4_mirror",1,2114,"Start",1,2
"S53150339","3ways_4_mirror",3,857,"Decision",2,1
"S53150339","3ways_1",1,1722,"Start",1,2
"S53150339","3ways_1",5,800,"Decision",2,1
"S53150339","Equal_4vs2",1,2097,"Start",1,1
"S53150339","Equal_10vs2_mirror",1,4138,"Start",1,1
"S53150339","3ways_3_mirror",1,1877,"Start",1,3
"S53150339","3ways_3_mirror",3,896,"Decision",2,2
"S53150339","3ways_3_mirror",10,736,"Decision",3,1
"S53150339","Loop_2",1,2060,"Start",1,1
"S53150339","Equal_8vs3",1,1588,"Start",1,1
"S53150339","Equal_2vs5_mirror",1,1547,"Start",1,1
"S53150339","3ways_1_mirror",1,2343,"Start",1,2
"S53150339","3ways_1_mirror",3,592,"Decision",2,1
"S53150339","3ways_4",1,2346,"Start",1,2
"S53150339","3ways_4",3,640,"Decision",2,1
"S53150339","Equal_7vs2_mirror",1,1399,"Start",1,1
"S53150339","Equal_6vs3_mirror",1,1301,"Start",1,1
"S53150339","Equal_8vs8_mirror",1,1304,"Start",1,1
"S53150339","Equal_8vs3_mirror",1,3637,"Start",1,1
"S53150339","Loop_1",1,2593,"Start",1,1
"S53150339","Equal_7vs9_mirror",1,2269,"Start",1,1
"S53150339","6vs1_2_mirror",1,2680,"Start",1,1
"S53150339","3ways_2_mirror",1,2593,"Start",1,2
"S53150339","3ways_2_mirror",8,2081,"Decision",2,1
"S53150339","Equal_4vs2_mirror",1,1850,"Start",1,1
"S53150339","6vs2_mirror",1,1334,"Start",1,1
"S53150339","4vs1_mirror",1,1400,"Start",1,1
"S53150339","6vs1_2",1,1781,"Start",1,1
"S53150339","Equal_7vs9",1,3223,"Start",1,1
"S53150339","6vs1_1_mirror",1,1355,"Start",1,1
"S53150339","Equal_6vs6",1,2699,"Start",1,1
"S53150339","Loop_2_mirror",1,2804,"Start",1,1
"S53150339","Equal_8vs8",1,3217,"Start",1,1
"S53150339","4vs1",1,1734,"Start",1,2
"S53150339","4vs1",4,904,"Decision",2,1
"S96558290","Equal_4vs2",1,1413,"Start",1,1
"S96558290","Equal_10vs2_mirror",1,1758,"Start",1,1
"S96558290","Equal_7vs2",1,1240,"Start",1,1
"S96558290","6vs1_2_mirror",1,2346,"Start",1,1
"S96558290","Equal_6vs6_mirror",1,1043,"Start",1,1
"S96558290","6vs1_1_mirror",1,2026,"Start",1,1
"S96558290","4vs1_mirror",1,987,"Start",1,1
"S96558290","4ways_mirror",1,1887,"Start",1,4
"S96558290","4ways_mirror",5,959,"Decision",2,3
"S96558290","4ways_mirror",6,472,"Decision",3,2
"S96558290","4ways_mirror",14,1051,"Decision",4,1
"S96558290","Equal_8vs8",1,1684,"Start",1,1
"S96558290","Equal_8vs8_mirror",1,63689,"Start",1,1
"S96558290","Equal_7vs2_mirror",1,1237,"Start",1,1
"S96558290","Loop_2_mirror",1,1665,"Start",1,1
"S96558290","4ways",1,2163,"Start",1,4
"S96558290","4ways",5,772,"Decision",2,3
"S96558290","4ways",6,483,"Decision",3,2
"S96558290","4ways",14,1078,"Decision",4,1
"S96558290","3ways_2",1,3402,"Start",1,2
"S96558290","3ways_2",3,884,"Decision",2,1
"S96558290","Loop_1_mirror",1,57681,"Start",1,1
"S96558290","Equal_4vs2_mirror",1,1276,"Start",1,1
"S96558290","Equal_2vs5_mirror",1,1095,"Start",1,1
"S96558290","3ways_1_mirror",1,1954,"Start",1,2
"S96558290","3ways_1_mirror",3,400,"Decision",2,1
"S96558290","3ways_4_mirror",1,2007,"Start",1,2
"S96558290","3ways_4_mirror",3,576,"Decision",2,1
"S96558290","Equal_6vs3_mirror",1,1412,"Start",1,1
"S96558290","6vs2",1,781,"Start",1,1
"S96558290","Equal_8vs3_mirror",1,1120,"Start",1,1
"S96558290","3ways_2_mirror",1,1161,"Start",1,2
"S96558290","3ways_2_mirror",3,516,"Decision",2,1
"S96558290","6vs1_2",1,2774,"Start",1,1
"S96558290","Loop_1",1,2042,"Start",1,1
"S96558290","6vs2_mirror",1,1022,"Start",1,1
"S96558290","Loop_2",1,44051,"Start",1,1
"S96558290","Equal_7vs9",1,17087,"Start",1,1
"S96558290","Equal_10vs2",1,1139,"Start",1,1
"S96558290","Equal_7vs9_mirror",1,1471,"Start",1,1
"S96558290","Equal_6vs3",1,1799,"Start",1,1
"S96558290","Equal_6vs6",1,1027,"Start",1,1
"S96558290","3ways_3_mirror",1,866,"Start",1,3
"S96558290","3ways_3_mirror",3,902,"Decision",2,2
"S96558290","3ways_3_mirror",5,510,"Decision",3,1
"S96558290","Equal_2vs5",1,1483,"Start",1,1
"S96558290","3ways_4",1,1360,"Start",1,2
"S96558290","Equal_8vs3",1,908,"Start",1,1
"S96558290","6vs1_1",1,1008,"Start",1,1
"S96558290","4vs1",1,1565,"Start",1,2
"S96558290","3ways_3",1,1037,"Start",1,2
"S96558290","3ways_1",1,1058,"Start",1,2
"S96558290","3ways_1",3,872,"Decision",2,1
"S21173502","3ways_4_mirror",1,4970,"Start",1,2
"S21173502","3ways_4_mirror",3,1630,"Decision",2,1
"S21173502","6vs1_2_mirror",1,2464,"Start",1,1
"S21173502","Equal_6vs3_mirror",1,3926,"Start",1,1
"S21173502","3ways_4",1,2559,"Start",1,2
"S21173502","3ways_3_mirror",1,2175,"Start",1,3
"S21173502","6vs1_2",1,2479,"Start",1,1
"S21173502","Equal_8vs8_mirror",1,1507,"Start",1,1
"S21173502","4vs1",1,1346,"Start",1,2
"S21173502","4vs1",4,868,"Decision",2,1
"S21173502","4vs1_mirror",1,1483,"Start",1,1
"S21173502","Equal_10vs2_mirror",1,1752,"Start",1,1
"S21173502","3ways_1",1,1650,"Start",1,2
"S21173502","3ways_1",4,769,"Decision",2,1
"S21173502","3ways_1_mirror",1,1484,"Start",1,2
"S21173502","Loop_2",1,3362,"Start",1,1
"S21173502","Equal_2vs5_mirror",1,1246,"Start",1,1
"S21173502","Equal_10vs2",1,1208,"Start",1,1
"S21173502","Equal_7vs2",1,1636,"Start",1,1
"S21173502","Equal_8vs3",1,3691,"Start",1,1
"S21173502","Equal_4vs2_mirror",1,1530,"Start",1,1
"S21173502","Equal_7vs9",1,1805,"Start",1,1
"S21173502","3ways_2",1,2311,"Start",1,2
"S21173502","3ways_3",1,1006,"Start",1,2
"S21173502","3ways_3",6,1388,"Decision",2,1
"S21173502","3ways_2_mirror",1,1807,"Start",1,2
"S21173502","3ways_2_mirror",8,1237,"Decision",2,1
"S21173502","Equal_7vs2_mirror",1,1675,"Start",1,1
"S21173502","Equal_2vs5",1,1166,"Start",1,1
"S21173502","Equal_6vs6_mirror",1,1117,"Start",1,1
"S21173502","Equal_8vs3_mirror",1,3153,"Start",1,1
"S21173502","Loop_1",1,3095,"Start",1,1
"S21173502","6vs1_1_mirror",1,9069,"Start",1,1
"S21173502","6vs2_mirror",1,1025,"Start",1,1
"S21173502","4ways",1,2590,"Start",1,4
"S21173502","4ways",8,836,"Decision",2,3
"S21173502","4ways_mirror",1,2342,"Start",1,4
"S21173502","4ways_mirror",5,652,"Decision",2,3
"S21173502","4ways_mirror",12,692,"Decision",3,2
"S21173502","Equal_6vs3",1,4724,"Start",1,1
"S21173502","Loop_2_mirror",1,2501,"Start",1,1
"S21173502","Equal_6vs6",1,1302,"Start",1,1
"S21173502","Loop_1_mirror",1,8012,"Start",1,1
"S21173502","6vs1_1",1,1901,"Start",1,1
"S21173502","Equal_8vs8",1,823,"Start",1,1
"S21173502","6vs2",1,2478,"Start",1,1
"S21173502","Equal_7vs9_mirror",1,1018,"Start",1,1
"S21173502","Equal_4vs2",1,1168,"Start",1,1
"S12588186","6vs1_1_mirror",1,3463,"Start",1,1
"S12588186","Equal_4vs2_mirror",1,3139,"Start",1,1
"S12588186","Equal_6vs3",1,2364,"Start",1,1
"S12588186","Equal_6vs6",1,1246,"Start",1,1
"S12588186","Equal_8vs8_mirror",1,2345,"Start",1,1
"S12588186","6vs2",1,2503,"Start",1,1
"S12588186","Equal_7vs9",1,2115,"Start",1,1
"S12588186","3ways_3",1,1310,"Start",1,2
"S12588186","Loop_2",1,1682,"Start",1,1
"S12588186","Equal_10vs2_mirror",1,2563,"Start",1,1
"S12588186","Equal_10vs2",1,1964,"Start",1,1
"S12588186","3ways_3_mirror",1,1487,"Start",1,3
"S12588186","3ways_3_mirror",6,799,"Decision",2,2
"S12588186","3ways_2",1,1653,"Start",1,2
"S12588186","3ways_2",8,610,"Decision",2,1
"S12588186","3ways_4_mirror",1,1775,"Start",1,2
"S12588186","Equal_6vs6_mirror",1,1221,"Start",1,1
"S12588186","4vs1_mirror",1,980,"Start",1,1
"S12588186","Equal_4vs2",1,1992,"Start",1,1
"S12588186","Loop_1",1,2160,"Start",1,1
"S12588186","4ways_mirror",1,1366,"Start",1,4
"S12588186","4ways_mirror",3,515,"Decision",2,3
"S12588186","4ways_mirror",9,845,"Decision",3,2
"S12588186","4ways_mirror",10,257,"Decision",4,1
"S12588186","Equal_8vs3_mirror",1,2203,"Start",1,1
"S12588186","6vs1_2",1,1508,"Start",1,1
"S12588186","Equal_8vs8",1,783,"Start",1,1
"S12588186","Loop_1_mirror",1,1399,"Start",1,1
"S12588186","6vs1_2_mirror",1,2176,"Start",1,1
"S12588186","6vs1_1",1,1775,"Start",1,1
"S12588186","3ways_2_mirror",1,1930,"Start",1,2
"S12588186","3ways_2_mirror",3,585,"Decision",2,1
"S12588186","Equal_2vs5",1,1702,"Start",1,1
"S12588186","3ways_1_mirror",1,1040,"Start",1,2
"S12588186","3ways_1_mirror",3,657,"Decision",2,1
"S12588186","Equal_2vs5_mirror",1,1326,"Start",1,1
"S12588186","Loop_2_mirror",1,1199,"Start",1,1
"S12588186","3ways_1",1,1580,"Start",1,2
"S12588186","3ways_1",3,508,"Decision",2,1
"S12588186","4vs1",1,1596,"Start",1,2
"S12588186","4vs1",4,679,"Decision",2,1
"S12588186","Equal_7vs2_mirror",1,1412,"Start",1,1
"S12588186","4ways",1,1396,"Start",1,4
"S12588186","4ways",3,484,"Decision",2,3
"S12588186","4ways",9,734,"Decision",3,2
"S12588186","4ways",10,555,"Decision",4,1
"S12588186","Equal_7vs2",1,1196,"Start",1,1
"S12588186","6vs2_mirror",1,1155,"Start",1,1
"S12588186","Equal_6vs3_mirror",1,1085,"Start",1,1
"S12588186","Equal_8vs3",1,1849,"Start",1,1
"S12588186","3ways_4",1,1577,"Start",1,2
"S12588186","3ways_4",3,539,"Decision",2,1
"S12588186","Equal_7vs9_mirror",1,1664,"Start",1,1
"S99570039","4ways",1,6115,"Start",1,4
"S99570039","4ways",5,864,"Decision",2,3
"S99570039","4ways",6,680,"Decision",3,2
"S99570039","4ways",14,1968,"Decision",4,1
"S99570039","3ways_1_mirror",1,2347,"Start",1,2
"S99570039","Equal_4vs2_mirror",1,3910,"Start",1,1
"S99570039","Equal_6vs3",1,2081,"Start",1,1
"S99570039","Equal_6vs6_mirror",1,4869,"Start",1,1
"S99570039","3ways_4",1,2444,"Start",1,2
"S99570039","3ways_4",3,1153,"Decision",2,1
"S99570039","Equal_10vs2",1,1701,"Start",1,1
"S99570039","Equal_10vs2_mirror",1,2513,"Start",1,1
"S99570039","Equal_6vs3_mirror",1,1671,"Start",1,1
"S99570039","Equal_7vs9_mirror",1,4031,"Start",1,1
"S99570039","6vs1_1",1,1832,"Start",1,1
"S99570039","Loop_1",1,3377,"Start",1,1
"S99570039","6vs1_2",1,2643,"Start",1,1
"S99570039","3ways_4_mirror",1,2722,"Start",1,2
"S99570039","3ways_4_mirror",3,880,"Decision",2,1
"S99570039","4vs1_mirror",1,2272,"Start",1,1
"S99570039","3ways_3",1,1205,"Start",1,2
"S99570039","Equal_8vs8",1,1546,"Start",1,1
"S99570039","Equal_2vs5_mirror",1,1280,"Start",1,1
"S99570039","Equal_8vs3",1,1728,"Start",1,1
"S99570039","6vs2_mirror",1,1712,"Start",1,1
"S99570039","Equal_8vs8_mirror",1,1901,"Start",1,1
"S99570039","4ways_mirror",1,1525,"Start",1,4
"S99570039","4ways_mirror",3,433,"Decision",2,3
"S99570039","4ways_mirror",9,1049,"Decision",3,2
"S99570039","4ways_mirror",10,503,"Decision",4,1
"S99570039","Equal_7vs9",1,2685,"Start",1,1
"S99570039","6vs1_2_mirror",1,3726,"Start",1,1
"S99570039","Equal_7vs2",1,1264,"Start",1,1
"S99570039","Loop_2_mirror",1,1378,"Start",1,1
"S99570039","3ways_3_mirror",1,1156,"Start",1,3
"S99570039","3ways_3_mirror",6,1113,"Decision",2,2
"S99570039","Equal_2vs5",1,1108,"Start",1,1
"S99570039","6vs2",1,1997,"Start",1,1
"S99570039","Equal_4vs2",1,1786,"Start",1,1
"S99570039","3ways_2",1,1015,"Start",1,2
"S99570039","3ways_2",3,696,"Decision",2,1
"S99570039","Equal_8vs3_mirror",1,1005,"Start",1,1
"S99570039","3ways_1",1,2132,"Start",1,2
"S99570039","3ways_1",3,488,"Decision",2,1
"S99570039","6vs1_1_mirror",1,1508,"Start",1,1
"S99570039","Equal_7vs2_mirror",1,1340,"Start",1,1
"S99570039","4vs1",1,1752,"Start",1,2
"S99570039","4vs1",4,737,"Decision",2,1
"S99570039","Equal_6vs6",1,2012,"Start",1,1
"S99570039","Loop_2",1,1496,"Start",1,1
"S99570039","3ways_2_mirror",1,1279,"Start",1,2
"S99570039","3ways_2_mirror",3,562,"Decision",2,1
"S99570039","Loop_1_mirror",1,2028,"Start",1,1
"S75163036","3ways_2",1,3714,"Start",1,2
"S75163036","6vs2_mirror",1,1798,"Start",1,1
"S75163036","4ways_mirror",1,1793,"Start",1,4
"S75163036","4ways_mirror",5,1017,"Decision",2,3
"S75163036","4ways_mirror",6,936,"Decision",3,2
"S75163036","4ways_mirror",14,1618,"Decision",4,1
"S75163036","Equal_7vs2",1,1833,"Start",1,1
"S75163036","Equal_10vs2",1,2892,"Start",1,1
"S75163036","Loop_2_mirror",1,2315,"Start",1,1
"S75163036","Equal_6vs3_mirror",1,2724,"Start",1,1
"S75163036","6vs2",1,2021,"Start",1,1
"S75163036","3ways_2_mirror",1,1972,"Start",1,2
"S75163036","3ways_2_mirror",3,1415,"Decision",2,1
"S75163036","Equal_8vs3",1,2864,"Start",1,1
"S75163036","Equal_4vs2",1,1225,"Start",1,1
"S75163036","6vs1_1_mirror",1,1297,"Start",1,1
"S75163036","3ways_4",1,1298,"Start",1,2
"S75163036","3ways_4",3,1209,"Decision",2,1
"S75163036","Equal_7vs9_mirror",1,2575,"Start",1,1
"S75163036","Equal_6vs3",1,4252,"Start",1,1
"S75163036","3ways_3_mirror",1,1259,"Start",1,3
"S75163036","3ways_3_mirror",3,932,"Decision",2,2
"S75163036","3ways_3_mirror",5,799,"Decision",3,1
"S75163036","6vs1_1",1,1307,"Start",1,1
"S75163036","Equal_8vs8_mirror",1,2733,"Start",1,1
"S75163036","Equal_2vs5_mirror",1,1095,"Start",1,1
"S75163036","3ways_1_mirror",1,1732,"Start",1,2
"S75163036","6vs1_2_mirror",1,1693,"Start",1,1
"S75163036","Equal_6vs6_mirror",1,1353,"Start",1,1
"S75163036","4ways",1,4641,"Start",1,4
"S75163036","4ways",3,620,"Decision",2,3
"S75163036","4ways",9,814,"Decision",3,2
"S75163036","4ways",10,549,"Decision",4,1
"S75163036","Equal_8vs3_mirror",1,2303,"Start",1,1
"S75163036","3ways_3",1,1114,"Start",1,2
"S75163036","Loop_1",1,1856,"Start",1,1
"S75163036","Equal_8vs8",1,1233,"Start",1,1
"S75163036","Loop_1_mirror",1,1288,"Start",1,1
"S75163036","6vs1_2",1,1502,"Start",1,1
"S75163036","Loop_2",1,1402,"Start",1,1
"S75163036","Equal_4vs2_mirror",1,1124,"Start",1,1
"S75163036","Equal_10vs2_mirror",1,2213,"Start",1,1
"S75163036","3ways_1",1,1302,"Start",1,2
"S75163036","3ways_1",3,594,"Decision",2,1
"S75163036","Equal_2vs5",1,967,"Start",1,1
"S75163036","Equal_7vs2_mirror",1,903,"Start",1,1
"S75163036","4vs1_mirror",1,932,"Start",1,1
"S75163036","Equal_6vs6",1,2111,"Start",1,1
"S75163036","3ways_4_mirror",1,1813,"Start",1,2
"S75163036","3ways_4_mirror",3,694,"Decision",2,1
"S75163036","4vs1",1,995,"Start",1,2
"S75163036","Equal_7vs9",1,1635,"Start",1,1
"S38995809","Equal_6vs6_mirror",1,2253,"Start",1,1
"S38995809","4vs1_mirror",1,1357,"Start",1,1
"S38995809","4ways",1,3849,"Start",1,4
"S38995809","4ways",3,1184,"Decision",2,3
"S38995809","4ways",9,776,"Decision",3,2
"S38995809","4ways",10,801,"Decision",4,1
"S38995809","Equal_6vs3",1,1209,"Start",1,1
"S38995809","Loop_1_mirror",1,3239,"Start",1,1
"S38995809","Equal_2vs5",1,1122,"Start",1,1
"S38995809","6vs2_mirror",1,1145,"Start",1,1
"S38995809","Loop_1",1,1624,"Start",1,1
"S38995809","Loop_2",1,1517,"Start",1,1
"S38995809","Equal_8vs8",1,1322,"Start",1,1
"S38995809","3ways_3_mirror",1,1140,"Start",1,3
"S38995809","3ways_3_mirror",3,865,"Decision",2,2
"S38995809","3ways_3_mirror",5,936,"Decision",3,1
"S38995809","Loop_2_mirror",1,1114,"Start",1,1
"S38995809","Equal_7vs2",1,847,"Start",1,1
"S38995809","Equal_4vs2",1,714,"Start",1,1
"S38995809","6vs1_2_mirror",1,1267,"Start",1,1
"S38995809","3ways_2",1,989,"Start",1,2
"S38995809","3ways_2",3,406,"Decision",2,1
"S38995809","3ways_4_mirror",1,1326,"Start",1,2
"S38995809","3ways_4_mirror",3,1065,"Decision",2,1
"S38995809","Equal_6vs3_mirror",1,906,"Start",1,1
"S38995809","Equal_7vs2_mirror",1,877,"Start",1,1
"S38995809","6vs1_1_mirror",1,1005,"Start",1,1
"S38995809","Equal_4vs2_mirror",1,847,"Start",1,1
"S38995809","Equal_7vs9",1,1568,"Start",1,1
"S38995809","6vs1_2",1,1038,"Start",1,1
"S38995809","4vs1",1,1092,"Start",1,2
"S38995809","4vs1",4,584,"Decision",2,1
"S38995809","Equal_10vs2",1,1040,"Start",1,1
"S38995809","Equal_6vs6",1,2315,"Start",1,1
"S38995809","3ways_3",1,1714,"Start",1,2
"S38995809","Equal_8vs3_mirror",1,715,"Start",1,1
"S38995809","Equal_2vs5_mirror",1,772,"Start",1,1
"S38995809","4ways_mirror",1,1317,"Start",1,4
"S38995809","4ways_mirror",3,1712,"Decision",2,3
"S38995809","4ways_mirror",9,776,"Decision",3,2
"S38995809","4ways_mirror",10,344,"Decision",4,1
"S38995809","3ways_2_mirror",1,935,"Start",1,2
"S38995809","3ways_2_mirror",3,442,"Decision",2,1
"S38995809","Equal_10vs2_mirror",1,975,"Start",1,1
"S38995809","Equal_8vs8_mirror",1,778,"Start",1,1
"S38995809","3ways_1_mirror",1,1030,"Start",1,2
"S38995809","3ways_1_mirror",3,456,"Decision",2,1
"S38995809","6vs2",1,988,"Start",1,1
"S38995809","6vs1_1",1,999,"Start",1,1
"S38995809","3ways_4",1,925,"Start",1,2
"S38995809","3ways_4",3,696,"Decision",2,1
"S38995809","3ways_1",1,1023,"Start",1,2
"S38995809","3ways_1",3,441,"Decision",2,1
"S38995809","Equal_7vs9_mirror",1,1238,"Start",1,1
"S38995809","Equal_8vs3",1,890,"Start",1,1
"S5630936","3ways_3",1,1715,"Start",1,2
"S5630936","3ways_3",6,1123,"Decision",2,1
"S5630936","3ways_1_mirror",1,978,"Start",1,2
"S5630936","Equal_2vs5_mirror",1,1324,"Start",1,1
"S5630936","Equal_8vs8",1,713,"Start",1,1
"S5630936","3ways_2_mirror",1,1092,"Start",1,2
"S5630936","3ways_2_mirror",3,342,"Decision",2,1
"S5630936","Loop_2",1,1024,"Start",1,1
